,Processed File Name,Group,Year,geoBoundaryType,Boundary Level,Source 1,Source 2,License,License Detail,License Source,Link to Source Data-inaccurate; has some links to licenses,Link to Source Data,Recorder (Name),Last Updated Date
483,STP_ADM0.zip,Sao Tome and Principe,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
484,STP_ADM1.zip,Sao Tome and Principe,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
485,STP_ADM2.zip,Sao Tome and Principe,2017,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
486,SAU_ADM0.zip,Saudi Arabia,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
487,SAU_ADM1.zip,Saudi Arabia,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
488,SAU_ADM2.zip,Saudi Arabia,2013,Open,ADM 2,OpenStreetMap,BMC Public Health,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,https://www.researchgate.net/figure/Map-of-Saudi-Arabia-illustrating-the-boundaries-of-the-Governorates-and-their_fig1_325989404,No,https://www.researchgate.net/figure/Map-of-Saudi-Arabia-illustrating-the-boundaries-of-the-Governorates-and-their_fig1_325989404,,5/25/20
493,SRB_ADM0.zip,Serbia,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
494,SRB_ADM1.zip,Serbia,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
495,SRB_ADM2.zip,Serbia,2017,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
496,SYC_ADM0.zip,Seychelles,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
497,SYC_ADM1.zip,Seychelles,2018,Open,ADM 1,Digitized:https://en.wikipedia.org/wiki/Districts_of_Seychelles#/media/File:Praslin.svg,Digitized:https://en.wikipedia.org/wiki/Districts_of_Seychelles,Creative Commons Attribution-ShareAlike 3.0 Unported,Shapefile digitized from photo,https://commons.wikimedia.org/wiki/File:Outer_Islands_in_Seychelles.svg,No,https://commons.wikimedia.org/wiki/File:Outer_Islands_in_Seychelles.svg,,5/25/20
502,RWA_ADM4.zip,Rwanda,2012,Open & Authoritative,ADM 4,Open Data Rwanda,,Creative Commons Attribution 4.0 International (CC BY 4.0),,http://www.statistics.gov.rw/terms-use,No,http://geodata-nisr.opendata.arcgis.com/datasets/5ce6aa02c0f443638304bfb97329e6df_0,,5/25/20
503,SGP_ADM0.zip,Singapore,2016,,ADM 0,Urban Redevelopment Authority,derived from ADM 3,Open Data Commons Open Database License 1.0,Link to license terms of use: https://data.gov.sg/open-data-licence,https://data.gov.sg/dataset/master-plan-2014-subzone-boundary-no-sea,No,https://data.gov.sg/dataset/master-plan-2014-subzone-boundary-no-sea,,5/25/20
504,SGP_ADM1.zip,Singapore,2016,,ADM 1,Urban Redevelopment Authority,derived from ADM 3,Open Data Commons Open Database License 1.0,Link to license terms of use: https://data.gov.sg/open-data-licence,https://data.gov.sg/dataset/master-plan-2014-subzone-boundary-no-sea,No,https://data.gov.sg/dataset/master-plan-2014-subzone-boundary-no-sea,,5/25/20
505,SGP_ADM2.zip,Singapore,2016,,ADM 2,Urban Redevelopment Authority,derived from ADM 3,Open Data Commons Open Database License 1.0,Link to license terms of use: https://data.gov.sg/open-data-licence,https://data.gov.sg/dataset/master-plan-2014-subzone-boundary-no-sea,No,https://data.gov.sg/dataset/master-plan-2014-subzone-boundary-no-sea,,5/25/20
506,SVK_ADM0.zip,Slovakia,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
507,SVK_ADM1.zip,Slovakia,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
508,SVK_ADM2.zip,Slovakia,2017,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
509,SVK_ADM3.zip,Slovakia,2017,Open,ADM 3,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
510,SLB_ADM4.zip,Solomon Islands,2014,Open,ADM 4,POPGIS,,Other - Direct Permission,Granted to redistribute in email,https://twitter.com/WMgeoLab/status/1196550630023651328/photo/3,No,http://prism.spc.int/regional-data-and-tools/popgis2,,5/25/20
511,SVN_ADM0.zip,Slovenia,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
512,SVN_ADM1.zip,Slovenia,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
513,SVN_ADM2.zip,Slovenia,2017,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
514,SLB_ADM0.zip,Solomon Islands,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
515,SLB_ADM1.zip,Solomon Islands,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
516,SLB_ADM2.zip,Solomon Islands,2014,Open,ADM 2,POPGIS,,Other - Direct Permission,Granted to redistribute in email,https://twitter.com/WMgeoLab/status/1196550630023651328/photo/1,No,http://prism.spc.int/regional-data-and-tools/popgis2,,5/25/20
517,SLB_ADM3.zip,Solomon Islands,2014,Open,ADM 3,POPGIS,,Other - Direct Permission,Granted to redistribute in email,https://twitter.com/WMgeoLab/status/1196550630023651328/photo/2,No,http://prism.spc.int/regional-data-and-tools/popgis2,,5/25/20
518,SLE_ADM4.zip,Sierra Leone,2016,Open & Authoritative,ADM 4,Open Africa,Code for Sierra Leone,Open Data Commons Open Database License 1.0,Open Data,https://africaopendata.org/dataset/sierra-leone-admin-level-4-boundaries,No,https://africaopendata.org/dataset/sierra-leone-admin-level-4-boundaries,,5/25/20
522,SOM_ADM1.zip,Somalia,2015,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
523,SOM_ADM2.zip,Somalia,2015,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
524,ZAF_ADM0.zip,South Africa,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
525,ZAF_ADM1.zip,South Africa,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
526,ZAF_ADM2.zip,South Africa,2017,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
527,ZAF_ADM3.zip,South Africa,2017,Open,ADM 3,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
528,ZAF_ADM4.zip,South Africa,2015,Open,ADM 4,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
529,SVK_ADM4.zip,Slovakia,2017,Open,ADM 4,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
530,KOR_ADM0.zip,South Korea,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
531,KOR_ADM1.zip,South Korea,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
532,KOR_ADM2.zip,South Korea,2013,,ADM 2,Justin Meyers,KoStat,Other - Organization Specific,http://kosis.kr/eng/statisticsList/statisticsListIndex.do?menuId=M_01_01&vwcd=MT_ETITLE&parmTabId=M_01_01,https://twitter.com/WMgeoLab/status/1179001059483611138/photo/1,No,https://github.com/justinelliotmeyers/southkorea-maps,,5/25/20
533,KOR_ADM3.zip,South Korea,2013,,ADM 3,Justin Meyers,KoStat,Other - Organization Specific,http://kosis.kr/eng/statisticsList/statisticsListIndex.do?menuId=M_01_01&vwcd=MT_ETITLE&parmTabId=M_01_02,https://twitter.com/WMgeoLab/status/1179001059483611138/photo/2,No,https://github.com/justinelliotmeyers/southkorea-maps,,5/25/20
537,ESP_ADM0.zip,Spain,2017,Open & Authoritative,ADM 0,Instituto de Geografico Nacional,,Creative Commons Attribution 4.0 International (CC BY 4.0),CC-BY 4.0,http://centrodedescargas.cnig.es/CentroDescargas/index.jsp#,No,http://centrodedescargas.cnig.es/CentroDescargas/index.jsp,,5/25/20
538,ESP_ADM1.zip,Spain,2017,Open & Authoritative,ADM 1,Instituto de Geografico Nacional,,Creative Commons Attribution 4.0 International (CC BY 4.0),CC-BY 4.0,http://centrodedescargas.cnig.es/CentroDescargas/index.jsp#,No,http://centrodedescargas.cnig.es/CentroDescargas/index.jsp,,5/25/20
539,ESP_ADM2.zip,Spain,2017,Open & Authoritative,ADM 2,Instituto de Geografico Nacional,,Creative Commons Attribution 4.0 International (CC BY 4.0),CC-BY 4.0,http://centrodedescargas.cnig.es/CentroDescargas/index.jsp#,No,http://centrodedescargas.cnig.es/CentroDescargas/index.jsp,,5/25/20
540,LKA_ADM0.zip,Sri Lanka,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
541,LKA_ADM1.zip,Sri Lanka,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
542,LKA_ADM2.zip,Sri Lanka,2017,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
544,KNA_ADM0.zip,St Kitts and Nevis,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
546,LCA_ADM0.zip,St Lucia,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
547,LCA_ADM1.zip,St Lucia,2008,Open,ADM 1,"OpenStreetMap, digitized from https://en.wikipedia.org/wiki/Quarters_of_Saint_Lucia#/media/File:Sainte-Lucie_-_districts_num%C3%A9rot%C3%A9s.png",,Creative Commons Attribution-ShareAlike 3.0 Unported,Photo is public domain; shapefile digitized from photo Sainte-Lucie_-_districts_num̩rot̩s.png,https://commons.wikimedia.org/wiki/File:Sainte-Lucie_-_districts_num%C3%A9rot%C3%A9s.png,No,https://en.wikipedia.org/wiki/Quarters_of_Saint_Lucia#/media/File:Sainte-Lucie_-_districts_num%C3%A9rot%C3%A9s.png,,5/25/20
548,VCT_ADM0.zip,St Vincent and Grenadines,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
549,VCT_ADM1.zip,St Vincent and Grenadines,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
550,SDN_ADM0.zip,Sudan,2017,Open,ADM 0,OpenStreetMap/Wikipedia digitized,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
551,SDN_ADM1.zip,Sudan,2017,Open,ADM 1,OpenStreetMap/Wikipedia digitized,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright  ,No,https://en.wikipedia.org/wiki/Sudan,,5/25/20
553,SUR_ADM0.zip,Suriname,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
554,SUR_ADM1.zip,Suriname,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
555,SUR_ADM2.zip,Suriname,2017,Open & Humanitarian,ADM 2,Humanitarian Data Exchange,,Creative Commons Attribution 4.0 International (CC BY 4.0),,https://data.humdata.org/dataset/suriname-administrative-level-0-1-and-2-boundaries,https://data.humdata.org/dataset/suriname-administrative-level-0-1-and-2-boundaries,https://data.humdata.org/dataset/suriname-administrative-level-0-1-and-2-boundaries,,5/25/20
556,SWZ_ADM0.zip,Swaziland,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
557,SWZ_ADM1.zip,Swaziland,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
558,SWZ_ADM2.zip,Swaziland,2017,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
559,SWE_ADM0.zip,Sweden,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
560,SWE_ADM1.zip,Sweden,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
561,SWE_ADM2.zip,Sweden,2017,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
562,SWE_ADM3.zip,Sweden,2018,Open & Authoritative,ADM 3,Lantmateriet,Statistics Sweden,Public Domain,Public Domain,https://www.lantmateriet.se/sv/Kartor-och-geografisk-information/oppna-data/?faq=d3f4,No,https://www.lantmateriet.se/sv/Kartor-och-geografisk-information/Kartor/distriktsindelning/,,5/25/20
563,CHE_ADM0.zip,Switzerland,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
564,CHE_ADM1.zip,Switzerland,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
569,SYR_ADM0.zip,Syria,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
570,SYR_ADM1.zip,Syria,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
573,TWN_ADM0.zip,Taiwan,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
574,TWN_ADM1.zip,Taiwan,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
575,TWN_ADM2.zip,Taiwan,2017,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
576,TJK_ADM0.zip,Tajikistan,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
577,TJK_ADM1.zip,Tajikistan,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
578,TJK_ADM2.zip,Tajikistan,2017,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
579,TZA_ADM0.zip,Tanzania,2015,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
580,TZA_ADM1.zip,Tanzania,2015,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
582,TZA_ADM3.zip,Tanzania,2015,Open,ADM 3,OpenStreetMap,,Open Data Commons Open Database License 1.0,,https://web.archive.org/web/20190717210922/http://geoportal.icpac.net/layers/geonode%3Atza_adm3,No,https://twitter.com/WMgeoLab/status/1253049949132128257,,5/25/20
583,THA_ADM0.zip,Thailand,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
584,THA_ADM1.zip,Thailand,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
586,TLS_ADM0.zip,Timor,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
587,TLS_ADM1.zip,Timor,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
589,TGO_ADM0.zip,Togo,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
590,TGO_ADM1.zip,Togo,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
592,TON_ADM0.zip,Tonga,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
593,TON_ADM1.zip,Tonga,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
594,TON_ADM2.zip,Tonga,2017,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
595,TTO_ADM0.zip,Trinidad and Tobago,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
596,TTO_ADM1.zip,Trinidad and Tobago,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
597,TUN_ADM0.zip,Tunisia,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
598,TUN_ADM1.zip,Tunisia,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
599,TUN_ADM2.zip,Tunisia,2017,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
600,TUN_ADM3.zip,Tunisia,2017,Open,ADM 3,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
604,TKM_ADM0.zip,Turkmenistan,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
605,TKM_ADM1.zip,Turkmenistan,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
606,TKM_ADM2.zip,Turkmenistan,2009,Open,ADM 2,CIESIN,,Creative Commons Attribution-ShareAlike 3.0 Unported,Digitized. License noted on map image,https://sedac.ciesin.columbia.edu/data/set/grump-v1-population-density/maps/7,No,http://sedac.ciesin.columbia.edu/data/set/grump-v1-population-density/maps/7,,5/25/20
607,TUV_ADM0.zip,Tuvalu,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
608,TUV_ADM1.zip,Tuvalu,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
609,TUV_ADM2.zip,Tuvalu,2014,,ADM 2,POPGIS,,Other - Direct Permission,Granted to redistribute in email,https://twitter.com/WMgeoLab/status/1196561929726128128/photo/1,No,http://prism.spc.int/regional-data-and-tools/popgis2,,5/25/20
610,TUV_ADM3.zip,Tuvalu,2014,,ADM 3,POPGIS,,Other - Direct Permission,Granted to redistribute in email,https://twitter.com/WMgeoLab/status/1196561929726128128/photo/2,No,http://prism.spc.int/regional-data-and-tools/popgis2,,5/25/20
611,UGA_ADM0.zip,Uganda,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
612,UGA_ADM1.zip,Uganda,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
614,UKR_ADM0.zip,Ukraine,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
615,UKR_ADM1.zip,Ukraine,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
